step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,CASH_IN,CASH_OUT,DEBIT,PAYMENT,TRANSFER,isFlaggedFraud,isFraud
187,1540034.3,9405.0,0.0,0.0,1711576.09,0,0,0,0,1,0,0
306,93995.48,200879.0,106883.52,687768.99,781764.48,0,1,0,0,0,0,0
238,2982.01,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
303,149008.69,5776672.07,5925680.76,2151009.8,2002001.11,1,0,0,0,0,0,0
303,336578.97,302.0,0.0,0.0,336578.97,0,1,0,0,0,0,0
345,136390.63,0.0,0.0,1596324.73,1732715.35,0,1,0,0,0,0,0
207,9630.03,20745.0,11114.97,0.0,0.0,0,0,0,1,0,0,0
179,544679.78,287313.0,0.0,4511.48,549191.26,0,0,0,0,1,0,0
20,14196.69,28172.59,13975.9,0.0,0.0,0,0,0,1,0,0,0
36,570093.96,0.0,0.0,1267201.07,1837295.03,0,0,0,0,1,0,0
184,4694.53,188518.42,183823.89,0.0,0.0,0,0,0,1,0,0,0
20,21535.95,21755.0,219.05,0.0,0.0,0,0,0,1,0,0,0
16,1211274.24,0.0,0.0,1500109.45,2711383.68,0,0,0,0,1,0,0
18,13109.88,970819.07,957709.19,0.0,0.0,0,0,0,1,0,0,0
232,200483.23,2202540.92,2403024.15,376035.5,175552.27,1,0,0,0,0,0,0
255,3786.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
13,137684.37,0.0,0.0,1233595.74,1371280.12,0,1,0,0,0,0,0
11,222418.66,51572.0,273990.66,1098971.69,721637.39,1,0,0,0,0,0,0
328,213099.16,0.0,0.0,9349783.33,9562882.49,0,1,0,0,0,0,0
370,25056.79,277089.85,252033.06,0.0,0.0,0,0,0,1,0,0,0
46,3509.45,26745.0,23235.55,0.0,0.0,0,0,0,1,0,0,0
136,123741.35,31566.0,155307.35,153553.07,29811.73,1,0,0,0,0,0,0
378,3363.44,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
397,437829.08,736.0,438565.08,485625.29,47796.21,1,0,0,0,0,0,0
383,14119.12,0.0,0.0,43797.9,57917.02,0,1,0,0,0,0,0
518,119094.69,22305.0,141399.69,93202.41,0.0,1,0,0,0,0,0,0
184,142556.4,3126889.18,3269445.57,293347.07,150790.67,1,0,0,0,0,0,0
302,9333.89,9017.0,0.0,0.0,0.0,0,0,0,1,0,0,0
311,4636.87,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
19,223643.81,72660.0,0.0,0.0,309887.71,0,1,0,0,0,0,0
308,111200.31,11492.0,0.0,61334.65,172534.96,0,1,0,0,0,0,0
120,433.53,9188.0,8754.47,0.0,0.0,0,0,0,1,0,0,0
12,65374.99,2091066.28,2156441.27,1203882.89,678775.52,1,0,0,0,0,0,0
688,17101.64,261226.28,244124.64,0.0,0.0,0,0,0,1,0,0,0
211,1702.47,10859.92,9157.44,0.0,0.0,0,0,0,1,0,0,0
12,84533.87,0.0,0.0,6052111.91,7343889.73,0,1,0,0,0,0,0
226,22092.82,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
394,34061.54,56014.75,21953.21,0.0,0.0,0,0,0,1,0,0,0
43,14335.79,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
188,39248.6,0.0,0.0,525462.64,564711.24,0,1,0,0,0,0,0
358,23771.42,5103.0,0.0,0.0,0.0,0,0,0,1,0,0,0
354,19264.64,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
330,129.52,0.0,0.0,674841.83,674971.35,0,1,0,0,0,0,0
42,109839.28,37585.0,147424.28,43736.38,0.0,1,0,0,0,0,0,0
10,42225.46,0.0,0.0,1552825.67,1357207.06,0,1,0,0,0,0,0
546,107298.15,331174.0,223875.85,177648.96,284947.11,0,1,0,0,0,0,0
401,643911.75,65.0,0.0,193251.56,837163.31,0,0,0,0,1,0,0
16,54297.62,17263.69,0.0,0.0,0.0,0,0,0,1,0,0,0
211,590.18,193152.7,192562.52,0.0,0.0,0,0,0,1,0,0,0
381,499.42,27968.5,27469.08,0.0,0.0,0,0,0,1,0,0,0
179,89352.33,6775397.27,6864749.6,294168.4,204816.07,1,0,0,0,0,0,0
210,171994.69,40511.0,212505.69,62731.79,0.0,1,0,0,0,0,0,0
332,383651.51,4996910.1,5380561.61,12116571.12,11732919.61,1,0,0,0,0,0,0
256,17325.38,247.0,0.0,0.0,0.0,0,0,0,1,0,0,0
20,265077.26,0.0,0.0,2559827.85,2673554.71,0,1,0,0,0,0,0
305,16348.82,20577.0,4228.18,0.0,0.0,0,0,0,1,0,0,0
302,79161.22,4583674.41,4662835.63,372332.7,293171.48,1,0,0,0,0,0,0
275,10129.01,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
188,128120.36,0.0,0.0,416169.84,544290.2,0,1,0,0,0,0,0
282,134944.66,0.0,0.0,5244211.31,5379155.97,0,1,0,0,0,0,0
232,115176.82,11153.0,0.0,161198.43,276375.25,0,1,0,0,0,0,0
16,17635.98,14854.39,0.0,0.0,0.0,0,0,0,1,0,0,0
327,104849.97,0.0,0.0,2259379.15,2364229.12,0,1,0,0,0,0,0
688,84282.73,15133.0,0.0,990164.25,1074446.98,0,1,0,0,0,0,0
256,3711.88,2009.0,0.0,0.0,0.0,0,0,0,1,0,0,0
406,1829.37,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
178,29926.58,112029.0,82102.42,0.0,0.0,0,0,0,1,0,0,0
132,38008.23,242994.93,204986.7,0.0,0.0,0,0,0,1,0,0,0
139,158317.34,0.0,0.0,6062280.08,6220597.42,0,1,0,0,0,0,0
395,19818.05,143728.72,123910.66,0.0,0.0,0,0,0,1,0,0,0
228,72295.2,0.0,0.0,228389.44,300684.64,0,1,0,0,0,0,0
286,260389.77,0.0,0.0,508525.39,768915.16,0,1,0,0,0,0,0
14,14455.41,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
203,120785.25,5024.0,125809.25,0.0,0.0,1,0,0,0,0,0,0
384,29201.07,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
227,448749.12,9726509.54,10175258.66,520798.64,72049.52,1,0,0,0,0,0,0
300,32183.05,22310.0,0.0,0.0,0.0,0,0,0,1,0,0,0
184,336689.61,64079.0,0.0,1958546.35,2295235.97,0,1,0,0,0,0,0
137,13531.04,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
379,109765.55,0.0,0.0,882655.84,992421.39,0,1,0,0,0,0,0
350,831.96,252114.99,251283.03,0.0,0.0,0,0,0,1,0,0,0
41,103915.26,180.0,0.0,0.0,103915.26,0,1,0,0,0,0,0
277,43915.19,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
304,3843.15,119437.01,115593.86,0.0,0.0,0,0,0,1,0,0,0
163,7496.74,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
226,8997.91,106830.0,97832.09,605783.59,614781.5,0,1,0,0,0,0,0
282,85537.58,89937.0,4399.42,152009.2,237546.78,0,1,0,0,0,0,0
156,98373.35,0.0,0.0,209113.78,307487.13,0,1,0,0,0,0,0
323,25712.27,202652.03,176939.76,0.0,0.0,0,0,0,1,0,0,0
183,15528.88,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
185,41522.92,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
213,1292023.62,0.0,0.0,1992208.34,3284231.96,0,0,0,0,1,0,0
400,3928.57,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
330,49627.46,10079.0,0.0,0.0,51114.41,0,0,0,0,1,0,0
346,86138.65,0.0,0.0,7690127.53,7776266.17,0,1,0,0,0,0,0
140,21481.54,20529.0,0.0,0.0,0.0,0,0,0,1,0,0,0
260,166309.91,30842.0,0.0,126755.32,293065.23,0,1,0,0,0,0,0
321,732415.37,52816.0,0.0,3703320.51,4435735.87,0,0,0,0,1,0,0
279,197365.4,9981.0,0.0,148847.27,346212.67,0,1,0,0,0,0,0
347,15952.99,66902.0,50949.01,0.0,0.0,0,0,0,1,0,0,0
203,1638.96,603594.2,601955.25,0.0,0.0,0,0,0,1,0,0,0
400,40163.71,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
331,178767.47,2898348.56,3077116.03,367524.67,188757.2,1,0,0,0,0,0,0
7,7440.6,281282.0,273841.4,0.0,0.0,0,0,0,1,0,0,0
348,420999.12,37351.34,0.0,577382.93,998382.05,0,1,0,0,0,0,0
204,46256.25,965267.62,1011523.87,491219.92,444963.67,1,0,0,0,0,0,0
162,25046.9,3656325.67,3681372.57,164247.57,139200.66,1,0,0,0,0,0,0
334,47239.38,5168.0,0.0,25304.99,72544.37,0,1,0,0,0,0,0
208,302893.89,20622.0,323515.89,0.0,0.0,1,0,0,0,0,0,0
374,21178.51,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
307,841.14,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
186,228583.26,35881.0,0.0,82142.85,310726.1,0,1,0,0,0,0,0
403,15143.01,19039.0,3895.99,0.0,0.0,0,0,0,1,0,0,0
166,195307.12,2585104.11,2780411.23,3025259.4,2829952.29,1,0,0,0,0,0,0
379,84135.75,42722.0,0.0,543820.08,627955.83,0,1,0,0,0,0,0
188,3497.19,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
354,2478.67,137756.6,135277.92,0.0,0.0,0,0,0,1,0,0,0
321,411999.46,0.0,0.0,24502961.93,24914961.39,0,1,0,0,0,0,0
187,15556.83,11946.0,0.0,0.0,15556.83,0,1,0,0,0,0,0
254,314106.03,113.0,314219.03,7421073.27,7202373.53,1,0,0,0,0,0,0
12,707999.07,50178.0,758177.07,0.0,0.0,1,0,0,0,0,0,0
186,67243.08,0.0,0.0,677023.95,738972.09,0,1,0,0,0,0,0
36,119094.6,12821387.1,12940481.7,630937.25,511842.65,1,0,0,0,0,0,0
43,164881.95,22140.0,0.0,0.0,164881.95,0,1,0,0,0,0,0
256,368324.08,23323.65,391647.73,33747.69,0.0,1,0,0,0,0,0,0
377,123715.64,0.0,0.0,344703.31,468418.95,0,1,0,0,0,0,0
279,69308.58,3780.0,0.0,0.0,69308.58,0,1,0,0,0,0,0
15,25363.14,86047.97,60684.84,0.0,0.0,0,0,0,1,0,0,0
492,291700.05,2528723.35,2820423.4,799033.83,507333.79,1,0,0,0,0,0,0
182,456521.83,14056.0,0.0,0.0,456521.83,0,1,0,0,0,0,0
238,125.33,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
235,186308.94,517.0,0.0,0.0,186308.94,0,1,0,0,0,0,0
20,32164.07,50575.0,18410.93,0.0,32164.07,0,1,0,0,0,0,0
215,5613.45,5755.0,141.55,0.0,0.0,0,0,0,1,0,0,0
165,6081.28,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
358,4192.67,111148.0,106955.33,0.0,0.0,0,0,0,1,0,0,0
281,275644.45,145785.0,0.0,1007413.09,1283057.54,0,1,0,0,0,0,0
227,33217.69,93082.0,59864.31,0.0,0.0,0,0,0,1,0,0,0
397,340557.53,101521.0,442078.53,0.0,0.0,1,0,0,0,0,0,0
12,138762.19,0.0,0.0,1457828.17,1596590.36,0,1,0,0,0,0,0
210,1414.21,141457.0,140042.79,0.0,0.0,0,0,0,1,0,0,0
304,24922.62,10209.0,0.0,0.0,0.0,0,0,0,1,0,0,0
380,5969.91,29149061.09,29155031.0,73132.81,67162.9,1,0,0,0,0,0,0
356,31551.42,0.0,0.0,100822.48,132373.9,0,1,0,0,0,0,0
259,3122.09,5767.0,2644.91,0.0,0.0,0,0,0,1,0,0,0
252,168489.49,0.0,0.0,2081107.0,2249596.49,0,1,0,0,0,0,0
331,20852.81,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
140,130703.6,29853.0,0.0,152962.93,283666.53,0,1,0,0,0,0,0
334,228904.33,0.0,0.0,1096601.32,1325505.65,0,1,0,0,0,0,0
252,63223.22,6606.0,0.0,992463.3,1214569.9,0,1,0,0,0,0,0
251,403335.78,11296.0,0.0,0.0,403335.78,0,1,0,0,0,0,0
178,11132.1,48074.0,36941.9,0.0,0.0,0,0,0,1,0,0,0
158,383228.47,170.0,0.0,276313.8,659542.27,0,1,0,0,0,0,0
288,143849.75,7862095.43,8005945.18,254631.31,110781.56,1,0,0,0,0,0,0
181,23370.41,736.0,0.0,0.0,0.0,0,0,0,1,0,0,0
188,176939.24,0.0,0.0,199101.96,620772.05,0,1,0,0,0,0,0
348,30736.9,86608.0,55871.1,0.0,0.0,0,0,0,1,0,0,0
137,222348.07,10356.0,0.0,888230.13,1110578.2,0,1,0,0,0,0,0
395,45972.93,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
380,176609.11,82908.0,0.0,2464751.8,2641360.91,0,1,0,0,0,0,0
41,241098.04,21455.0,262553.04,10413924.76,10464042.77,1,0,0,0,0,0,0
159,12958.24,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
211,18378.79,115357.0,96978.21,0.0,18378.79,0,1,0,0,0,0,0
20,3706.67,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
354,159987.18,152.0,0.0,573056.38,733043.56,0,1,0,0,0,0,0
323,165845.06,22516.0,0.0,48053.95,213899.01,0,1,0,0,0,0,0
239,2838.22,7928.29,5090.07,0.0,0.0,0,0,0,1,0,0,0
129,33941.4,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
356,167104.59,10827.0,177931.59,225725.1,58620.51,1,0,0,0,0,0,0
41,14009.16,19999.0,5989.84,0.0,0.0,0,0,0,1,0,0,0
403,17724.03,289814.38,272090.34,0.0,0.0,0,0,0,1,0,0,0
164,98897.1,0.0,0.0,251035.38,349932.48,0,1,0,0,0,0,0
209,464391.67,0.0,0.0,1172704.13,1715419.66,0,1,0,0,0,0,0
416,10438.97,45.0,0.0,0.0,0.0,0,0,0,1,0,0,0
349,222069.64,20689.0,0.0,390406.99,612476.63,0,1,0,0,0,0,0
155,179953.28,12204639.9,12384593.18,909436.75,729483.47,1,0,0,0,0,0,0
419,32866.6,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
131,129833.81,10096.0,0.0,1646394.32,1776228.13,0,1,0,0,0,0,0
297,19794.69,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
192,107918.15,2250877.27,2358795.42,2543414.7,2435496.55,1,0,0,0,0,0,0
323,1214454.51,0.0,0.0,1839460.96,2719311.68,0,0,0,0,1,0,0
275,306636.05,183354.8,489990.85,4668822.59,4362186.54,1,0,0,0,0,0,0
140,89798.65,9084.0,98882.65,124295.04,34496.38,1,0,0,0,0,0,0
211,26819.75,0.0,0.0,5016831.2,4570808.27,0,1,0,0,0,0,0
131,37032.83,7010.0,44042.83,195061.7,158028.87,1,0,0,0,0,0,0
164,79944.4,19635404.96,19715349.36,237452.56,157508.16,1,0,0,0,0,0,0
184,78296.79,3134095.49,3212392.28,982702.15,904405.36,1,0,0,0,0,0,0
178,1626.01,49999.0,48372.99,0.0,0.0,0,0,0,1,0,0,0
226,28653.68,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
163,115281.44,21041.0,0.0,0.0,115281.44,0,1,0,0,0,0,0
548,92727.36,0.0,0.0,966792.59,1059519.95,0,1,0,0,0,0,0
236,116859.36,2155239.31,2272098.67,3818001.95,3701142.59,1,0,0,0,0,0,0
136,321015.64,10507.0,0.0,2301954.97,2622970.62,0,1,0,0,0,0,0
404,1360.86,30572.0,29211.14,0.0,0.0,0,0,0,1,0,0,0
37,1205.26,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
202,4301.19,123403.25,119102.06,0.0,0.0,0,0,0,1,0,0,0
14,63165.73,49648.0,112813.73,233532.1,170366.37,1,0,0,0,0,0,0
14,107649.68,4286576.44,4394226.12,459178.35,351528.67,1,0,0,0,0,0,0
234,242276.8,21516.0,0.0,210640.01,452916.81,0,1,0,0,0,0,0
178,437945.6,49138.0,0.0,165732.15,603677.74,0,1,0,0,0,0,0
210,135449.61,10609.0,0.0,2272255.63,2407705.24,0,1,0,0,0,0,0
181,85356.51,21825.0,0.0,144866.54,230223.05,0,1,0,0,0,0,0
18,3074.82,340358.78,337283.97,0.0,0.0,0,0,0,1,0,0,0
22,1592.78,4160.0,2567.22,0.0,0.0,0,0,0,1,0,0,0
41,55871.1,0.0,0.0,1563282.94,1654599.02,0,1,0,0,0,0,0
563,236685.02,9998.0,246683.02,1989105.73,1752420.71,1,0,0,0,0,0,0
395,120524.92,39547.0,0.0,137276.12,257801.04,0,1,0,0,0,0,0
233,216815.7,11156.0,0.0,320205.03,537020.73,0,1,0,0,0,0,0
565,8892.39,199797.19,190904.8,0.0,0.0,0,0,0,1,0,0,0
190,10917.49,102219.0,91301.51,0.0,0.0,0,0,0,1,0,0,0
306,5101.89,26528.0,21426.11,493331.87,498433.76,0,1,0,0,0,0,0
252,2626.54,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
183,32662.78,504581.0,471918.22,0.0,0.0,0,0,0,1,0,0,0
46,10431.47,271.0,0.0,0.0,0.0,0,0,0,1,0,0,0
280,73631.41,0.0,0.0,535700.1,609331.5,0,1,0,0,0,0,0
346,245760.17,2500871.49,2746631.66,2373735.75,2127975.58,1,0,0,0,0,0,0
235,147106.48,3779688.5,3926794.98,633530.12,486423.64,1,0,0,0,0,0,0
550,2936.82,913.0,0.0,0.0,0.0,0,0,0,1,0,0,0
184,2139.71,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
134,316348.38,255724.78,0.0,5378065.49,5694413.87,0,1,0,0,0,0,0
210,9203.02,33424.0,24220.98,0.0,0.0,0,0,0,1,0,0,0
257,38510.35,0.0,0.0,738424.36,776934.71,0,1,0,0,0,0,0
235,19322.94,39563.0,20240.06,955725.98,975048.92,0,1,0,0,0,0,0
156,42741.17,9951.0,52692.17,1162032.38,1119291.21,1,0,0,0,0,0,0
42,16191.37,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
130,17212.43,219983.56,202771.13,0.0,0.0,0,0,0,1,0,0,0
354,9683091.05,0.0,0.0,11299975.38,20983066.44,0,0,0,0,1,0,0
552,484295.05,21265.27,0.0,1432091.14,1916386.19,0,1,0,0,0,0,0
375,539184.52,188078.0,727262.52,97146.1,0.0,1,0,0,0,0,0,0
180,182567.56,15563.0,0.0,445358.99,627926.55,0,1,0,0,0,0,0
39,225251.11,162618.0,387869.11,264567.65,39316.53,1,0,0,0,0,0,0
16,12487.15,20926.0,33413.15,5300496.42,5476783.03,1,0,0,0,0,0,0
37,11150.46,49245.0,38094.54,0.0,0.0,0,0,0,1,0,0,0
11,379778.13,9608.0,0.0,0.0,379778.13,0,1,0,0,0,0,0
251,275383.8,58493.0,0.0,9749808.0,10025191.8,0,1,0,0,0,0,0
544,236327.67,9869798.0,10106125.68,246458.62,10130.95,1,0,0,0,0,0,0
597,5379.91,30224.0,24844.09,0.0,0.0,0,0,0,1,0,0,0
132,1303306.98,140451.0,0.0,130627.67,1472523.71,0,0,0,0,1,0,0
133,376371.4,344.0,0.0,0.0,376371.4,0,1,0,0,0,0,0
257,5135.5,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
381,52599.97,31199.0,83798.97,4171.76,0.0,1,0,0,0,0,0,0
401,164557.84,101781.0,0.0,2173416.74,2337974.57,0,1,0,0,0,0,0
142,2762.11,224052.27,221290.16,0.0,0.0,0,0,0,1,0,0,0
258,392875.18,507.0,0.0,229541.71,622416.89,0,1,0,0,0,0,0
182,9133.31,6080.0,0.0,0.0,0.0,0,0,0,1,0,0,0
253,104773.13,196582.91,91809.78,4451736.37,4556509.49,0,0,0,0,1,0,0
45,4181.13,13998.0,9816.87,0.0,0.0,0,0,0,1,0,0,0
11,8715.9,15602819.91,15611535.81,1410716.83,1402000.94,1,0,0,0,0,0,0
40,2023.73,3149.0,1125.27,0.0,0.0,0,0,0,1,0,0,0
394,343388.4,30215.0,373603.4,0.0,0.0,1,0,0,0,0,0,0
8,604.98,1942126.97,1941521.99,0.0,0.0,0,0,0,1,0,0,0
251,257309.86,20471.0,0.0,1835470.95,2092780.81,0,1,0,0,0,0,0
379,12628.68,1221.0,0.0,0.0,0.0,0,0,0,1,0,0,0
258,263217.61,728.0,0.0,0.0,263217.61,0,1,0,0,0,0,0
131,303115.9,0.0,0.0,406949.31,710065.21,0,0,0,0,1,0,0
252,14270.77,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
160,17036.29,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
160,17196.68,32035.0,14838.32,0.0,0.0,0,0,0,1,0,0,0
20,18878.24,51505.0,32626.76,0.0,0.0,0,0,0,1,0,0,0
357,137943.71,30215.0,0.0,11104029.92,11241973.64,0,1,0,0,0,0,0
356,9383.59,88792.0,79408.41,0.0,0.0,0,0,0,1,0,0,0
162,100863.04,198970.0,299833.04,401533.93,300670.88,1,0,0,0,0,0,0
374,119166.11,23078.0,142244.11,0.0,0.0,1,0,0,0,0,0,0
155,1460653.67,0.0,0.0,1816776.33,3277430.0,0,0,0,0,1,0,0
203,4586.26,8204.0,3617.74,0.0,0.0,0,0,0,1,0,0,0
135,153338.18,7057042.77,7210380.96,1698713.57,1545375.38,1,0,0,0,0,0,0
394,512790.24,0.0,0.0,14100354.44,14613144.68,0,0,0,0,1,0,0
252,11332.44,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
278,9234.97,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
403,29176.58,0.0,0.0,765660.66,794837.24,0,1,0,0,0,0,0
134,47861.24,209818.87,161957.63,0.0,0.0,0,0,0,1,0,0,0
40,201096.66,0.0,0.0,23459.32,224555.99,0,1,0,0,0,0,0
213,1435.78,20173.0,18737.22,0.0,0.0,0,0,0,1,0,0,0
226,274913.97,0.0,0.0,467581.33,742495.3,0,0,0,0,1,0,0
300,196011.15,0.0,0.0,484807.22,680818.36,0,1,0,0,0,0,0
281,228251.47,18876.0,0.0,7808697.6,8036949.08,0,1,0,0,0,0,0
187,30806.8,22770.0,53576.8,1846749.0,1815942.21,1,0,0,0,0,0,0
162,4685.03,74146.91,69461.88,0.0,0.0,0,0,0,1,0,0,0
163,201549.67,0.0,0.0,12189933.7,12391483.37,0,1,0,0,0,0,0
301,31021.18,4314928.8,4345949.98,557719.01,526697.83,1,0,0,0,0,0,0
276,85070.84,5652738.9,5737809.74,107104.32,22033.48,1,0,0,0,0,0,0
331,3403208.2,0.0,0.0,4420960.56,7824168.77,0,0,0,0,1,0,0
274,419584.01,0.0,0.0,3887946.62,4307530.63,0,0,0,0,1,0,0
188,8374.03,285771.23,277397.19,0.0,0.0,0,0,0,1,0,0,0
333,43030.16,112659.0,69628.84,0.0,0.0,0,0,0,1,0,0,0
403,39827.21,0.0,0.0,2185586.74,2225413.95,0,1,0,0,0,0,0
185,3702.16,7900.0,4197.84,0.0,0.0,0,0,0,1,0,0,0
705,9513.47,194881.9,204395.36,2125764.65,2116251.18,1,0,0,0,0,0,0
349,286671.23,13574.0,300245.23,181786.41,0.0,1,0,0,0,0,0,0
275,6840.37,547.0,0.0,0.0,0.0,0,0,0,1,0,0,0
142,1526930.95,249979.37,0.0,1896473.38,3423404.33,0,0,0,0,1,0,0
17,13823.91,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
41,164130.39,27031555.32,27195685.71,300549.68,21345.28,1,0,0,0,0,0,0
372,25923.31,0.0,0.0,89816.76,115740.07,0,1,0,0,0,0,0
326,1286151.68,0.0,0.0,2099867.18,3386018.87,0,0,0,0,1,0,0
302,5062.37,21251.0,16188.63,0.0,0.0,0,0,0,1,0,0,0
323,30300.15,70589.0,40288.85,0.0,0.0,0,0,0,1,0,0,0
203,117404.21,0.0,0.0,1154500.14,1271904.34,0,1,0,0,0,0,0
346,34517.7,6096896.37,6131414.07,456492.8,421975.1,1,0,0,0,0,0,0
399,4783.79,249436.43,244652.65,0.0,0.0,0,0,0,1,0,0,0
157,37055.3,65858.0,28802.7,0.0,37055.3,0,1,0,0,0,0,0
35,163524.48,0.0,0.0,975020.97,1049111.73,0,1,0,0,0,0,0
280,653542.02,0.0,0.0,1238795.79,1892337.81,0,0,0,0,1,0,0
203,109174.04,738.0,109912.04,1293499.57,1184325.53,1,0,0,0,0,0,0
350,2376.9,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
279,6088.31,0.0,0.0,371230.02,377318.33,0,1,0,0,0,0,0
284,6564.77,202797.0,196232.23,0.0,0.0,0,0,0,1,0,0,0
354,374875.75,0.0,0.0,524666.97,899542.72,0,1,0,0,0,0,0
8,3093.11,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
132,518436.47,7177.0,525613.47,647367.09,128930.62,1,0,0,0,0,0,0
136,299333.69,11792.0,0.0,0.0,299333.69,0,1,0,0,0,0,0
599,1235.47,41083.0,39847.53,0.0,0.0,0,0,0,1,0,0,0
258,308239.14,0.0,0.0,429064.44,737303.59,0,1,0,0,0,0,0
260,197095.59,831.08,0.0,2032747.2,2229842.79,0,1,0,0,0,0,0
231,212215.01,61209.0,273424.01,63650.24,0.0,1,0,0,0,0,0,0
20,94985.51,0.0,0.0,101838.71,4738.31,0,1,0,0,0,0,0
487,4785.68,82892.0,78106.32,0.0,0.0,0,0,0,1,0,0,0
206,134792.3,6227030.68,6361822.98,895478.93,1157594.48,1,0,0,0,0,0,0
162,2583.37,287689.07,285105.7,0.0,0.0,0,0,0,1,0,0,0
229,269735.83,24697856.34,24967592.17,3918757.81,3649021.98,1,0,0,0,0,0,0
15,204519.02,29809.0,0.0,21145.0,0.0,0,1,0,0,0,0,0
18,692675.99,41526.0,0.0,1412649.18,2105325.16,0,0,0,0,1,0,0
253,183784.32,0.0,0.0,480884.42,664668.74,0,1,0,0,0,0,0
350,1137.81,34608.76,33470.95,0.0,0.0,0,0,0,1,0,0,0
305,5786.23,115375.06,109588.83,0.0,0.0,0,0,0,1,0,0,0
401,2411549.41,10970.0,0.0,0.0,2411549.41,0,0,0,0,1,0,0
378,37974.03,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
372,10751.01,0.0,0.0,393034.85,403785.86,0,1,0,0,0,0,0
357,441.26,859.31,418.05,0.0,0.0,0,0,0,1,0,0,0
7,75820.36,7899882.55,7975702.92,306213.48,104468.87,1,0,0,0,0,0,0
18,13525.33,222779.94,209254.62,0.0,0.0,0,0,0,1,0,0,0
373,10952.57,11134.0,181.43,0.0,0.0,0,0,0,1,0,0,0
139,31956.27,6241813.06,6273769.32,927347.39,895391.13,1,0,0,0,0,0,0
6,22413.11,6061859.13,6084272.24,156113.0,133699.89,1,0,0,0,0,0,0
280,190295.75,10794.0,0.0,42929.66,233225.42,0,1,0,0,0,0,0
372,72127.73,16583.0,0.0,391238.06,463365.79,0,1,0,0,0,0,0
359,7926.4,33208.0,25281.6,0.0,0.0,0,0,0,1,0,0,0
286,1553966.08,0.0,0.0,3492061.44,5046027.51,0,0,0,0,1,0,0
164,126023.67,6422623.47,6548647.14,813843.79,687820.12,1,0,0,0,0,0,0
181,298407.49,0.0,0.0,1131396.16,1429803.65,0,1,0,0,0,0,0
163,5381.07,99958.77,94577.69,0.0,0.0,0,0,0,1,0,0,0
133,33158.97,716343.44,749502.41,394077.17,360918.21,1,0,0,0,0,0,0
9,452935.08,3870387.3,4323322.38,684043.65,572284.98,1,0,0,0,0,0,0
302,386145.45,69287.0,0.0,9489.17,395634.63,0,1,0,0,0,0,0
228,16566.16,157.0,0.0,0.0,0.0,0,0,0,1,0,0,0
225,4551.57,0.0,0.0,512777.79,517329.36,0,1,0,0,0,0,0
331,37291.91,230042.83,267334.74,788113.31,750821.4,1,0,0,0,0,0,0
41,5339.59,51631.29,46291.7,0.0,0.0,0,0,0,1,0,0,0
396,47776.42,5567.0,53343.42,13810855.0,13763078.59,1,0,0,0,0,0,0
